1901,1901 American League Team Review Hitting Statistics League Leaderboard,1901 American League Team Review Hitting Statistics League Leaderboard,1901 American League Team Review Hitting Statistics League Leaderboard
1985,1985 American League Team Review Hitting Statistics League Leaderboard,1985 American League Team Review Hitting Statistics League Leaderboard,1985 American League Team Review Hitting Statistics League Leaderboard
1985,Statistic,Team,#
1985,Base on Balls,California,648
1985,Batting Average,Boston,.282
1985,Doubles,Boston,292
1985,Hits,Boston,1615
1985,Home Runs,Baltimore,214
1985,On Base Percentage,Boston,.350
1985,Runs,New York,839
1985,Slugging Average,Baltimore,.430
1985,Stolen Bases,New York,155
1985,Triples,Toronto,53
1985,1985 American League Team Review Pitching Statistics League Leaderboard,1985 American League Team Review Pitching Statistics League Leaderboard,1985 American League Team Review Pitching Statistics League Leaderboard
1985,Statistic,Team,#
1985,Complete Games,Minnesota,41
1985,ERA,Toronto,3.31
1985,Fewest Hits Allowed,Toronto,1312
1985,Fewest Home Runs Allowed,Kansas City,103
1985,Fewest Walks Allowed,Minnesota,462
1985,Saves,New York,49
1985,Shutouts,Detroit,11
1985,Shutouts,Kansas City,11
1985,Strikeouts,Chicago,1023
1986,1986 American League Team Review  Hitting Statistics League Leaderboard,1986 American League Team Review  Hitting Statistics League Leaderboard,1986 American League Team Review  Hitting Statistics League Leaderboard
1986,Statistic,Team,#
1986,Base on Balls,California,671
1986,Batting Average,Cleveland,.284
1986,Doubles,Boston,320
1986,Hits,Cleveland,1620
1986,Home Runs,Detroit,198
1986,On Base Percentage,New York,.350
1986,Runs,Cleveland,831
1986,Slugging Average,New York,.430
1986,Stolen Bases,Cleveland,141
1986,Triples,Cleveland,45
1986,1986 American League Team Review  Pitching Statistics League Leaderboard,1986 American League Team Review  Pitching Statistics League Leaderboard,1986 American League Team Review  Pitching Statistics League Leaderboard
1986,Statistic,Team,#
1986,Complete Games,Minnesota,39
1986,ERA,Kansas City,3.82
1986,Fewest Hits Allowed,Oakland,1334
1986,Fewest Home Runs Allowed,Kansas City,121
1986,Fewest Walks Allowed,Boston,474
1986,Saves,New York,58
1986,Shutouts,Kansas City,13
1986,Strikeouts,Texas,1059
1986,"Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $412,520.00 Minimum Salary: $60,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $412,520.00 Minimum Salary: $60,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $412,520.00 Minimum Salary: $60,000.00"
1987,1987 American League Team Review  Hitting Statistics League Leaderboard,1987 American League Team Review  Hitting Statistics League Leaderboard,1987 American League Team Review  Hitting Statistics League Leaderboard
1987,Statistic,Team,#
1987,Base on Balls,Detroit,653
1987,Batting Average,Boston,.278
1987,Doubles,Chicago,283
1987,Hits,Boston,1554
1987,Home Runs,Detroit,225
1987,On Base Percentage,Boston,.355
1987,Runs,Detroit,896
1987,Slugging Average,Detroit,.451
1987,Stolen Bases,Milwaukee,176
1987,Triples,Seattle,48
1987,1987 American League Team Review  Pitching Statistics League Leaderboard,1987 American League Team Review  Pitching Statistics League Leaderboard,1987 American League Team Review  Pitching Statistics League Leaderboard
1987,Statistic,Team,#
1987,Complete Games,Boston,47
1987,ERA,Toronto,3.74
1987,Fewest Hits Allowed,Toronto,1323
1987,Fewest Home Runs Allowed,Kansas City,128
1987,Fewest Walks Allowed,Seattle,497
1987,Saves,New York,47
1987,Shutouts,Boston,13
1987,Strikeouts,Texas,1103
1987,"Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $412,454.00 Minimum Salary: $62,500.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $412,454.00 Minimum Salary: $62,500.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $412,454.00 Minimum Salary: $62,500.00"
1988,1988 American League Team Review Hitting Statistics League Leaderboard,1988 American League Team Review Hitting Statistics League Leaderboard,1988 American League Team Review Hitting Statistics League Leaderboard
1988,Statistic,Team,#
1988,Base on Balls,Boston,623
1988,Batting Average,Boston,.283
1988,Doubles,Boston,310
1988,Hits,Boston,1569
1988,Home Runs,Toronto,158
1988,On Base Percentage,Boston,.360
1988,Runs,Boston,813
1988,Slugging Average,Minnesota,.421
1988,Stolen Bases,Milwaukee,159
1988,Triples,Toronto,47
1988,1988 American League Team Review Pitching Statistics League Leaderboard,1988 American League Team Review Pitching Statistics League Leaderboard,1988 American League Team Review Pitching Statistics League Leaderboard
1988,Statistic,Team,#
1988,Complete Games,Texas,41
1988,ERA,Oakland,3.44
1988,Fewest Hits Allowed,Texas,1310
1988,Fewest Home Runs Allowed,Kansas City,102
1988,Fewest Walks Allowed,Milwaukee,437
1988,Saves,Oakland,64
1988,Shutouts,Toronto,17
1988,Strikeouts,Boston,1085
1988,"Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $438,729.00 Minimum Salary: $62,500.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $438,729.00 Minimum Salary: $62,500.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $438,729.00 Minimum Salary: $62,500.00"
1989,1989 American League Team Review Hitting Statistics League Leaderboard,1989 American League Team Review Hitting Statistics League Leaderboard,1989 American League Team Review Hitting Statistics League Leaderboard
1989,Statistic,Team,#
1989,Base on Balls,Boston,643
1989,Batting Average,Boston,.277
1989,Doubles,Boston,326
1989,Hits,Boston,1571
1989,Home Runs,California,145
1989,On Base Percentage,Boston,.355
1989,Runs,Boston,774
1989,Slugging Average,Boston,.403
1989,Stolen Bases,Milwaukee,165
1989,Triples,Texas,46
1989,1989 American League Team Review Pitching Statistics League Leaderboard,1989 American League Team Review Pitching Statistics League Leaderboard,1989 American League Team Review Pitching Statistics League Leaderboard
1989,Statistic,Team,#
1989,Complete Games,California,32
1989,ERA,Oakland,3.09
1989,Fewest Hits Allowed,Texas,1279
1989,Fewest Home Runs Allowed,Kansas City,86
1989,Fewest Walks Allowed,Cleveland,452
1989,Saves,Oakland,57
1989,Shutouts,California,20
1989,Shutouts,Oakland,20
1989,Strikeouts,Texas,1112
1989,"Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $512,084.00 Minimum Salary: $68,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $512,084.00 Minimum Salary: $68,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $512,084.00 Minimum Salary: $68,000.00"
1990,1990 American League Team Review  Hitting Statistics League Leaderboard,1990 American League Team Review  Hitting Statistics League Leaderboard,1990 American League Team Review  Hitting Statistics League Leaderboard
1990,Statistic,Team,#
1990,Base on Balls,Baltimore,660
1990,Batting Average,Boston,.272
1990,Doubles,Kansas City,316
1990,Hits,Boston,1502
1990,Home Runs,Detroit,172
1990,On Base Percentage,Boston,.346
1990,Runs,Toronto,767
1990,Slugging Average,Toronto,.419
1990,Stolen Bases,Milwaukee,164
1990,Triples,Toronto,50
1990,1990 American League Team Review  Pitching Statistics League Leaderboard,1990 American League Team Review  Pitching Statistics League Leaderboard,1990 American League Team Review  Pitching Statistics League Leaderboard
1990,Statistic,Team,#
1990,Complete Games,Texas,25
1990,ERA,Oakland,3.18
1990,Fewest Hits Allowed,Oakland,1287
1990,Fewest Home Runs Allowed,Boston,92
1990,Fewest Walks Allowed,Toronto,445
1990,Saves,Chicago,68
1990,Shutouts,Oakland,16
1990,Strikeouts,Seattle,1064
1990,"Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $578,930.00 Minimum Salary: $100,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $578,930.00 Minimum Salary: $100,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $578,930.00 Minimum Salary: $100,000.00"
1991,1991 American League Team Review Hitting Statistics League Leaderboard,1991 American League Team Review Hitting Statistics League Leaderboard,1991 American League Team Review Hitting Statistics League Leaderboard
1991,Statistic,Team,#
1991,Base on Balls,Detroit,699
1991,Batting Average,Minnesota,.280
1991,Doubles,Boston,305
1991,Hits,Minnesota,1557
1991,Home Runs,Detroit,209
1991,On Base Percentage,Minnesota,.347
1991,Runs,Texas,829
1991,Slugging Average,Texas,.424
1991,Stolen Bases,Oakland,151
1991,Triples,Milwaukee,53
1991,Statistic,Team,#
1991,1991 American League Team Review Pitching Statistics League Leaderboard,1991 American League Team Review Pitching Statistics League Leaderboard,1991 American League Team Review Pitching Statistics League Leaderboard
1991,Statistic,Team,#
1991,Complete Games,Chicago,28
1991,ERA,Toronto,3.50
1991,Fewest Hits Allowed,Toronto,1301
1991,Fewest Home Runs Allowed,Kansas City,105
1991,Fewest Walks Allowed,Cleveland,441
1991,Saves,Toronto,60
1991,Shutouts,Toronto,16
1991,Strikeouts,Texas,1022
1991,Statistic,Team,#
1992,1992 American League Team Review  Hitting Statistics League Leaderboard,1992 American League Team Review  Hitting Statistics League Leaderboard,1992 American League Team Review  Hitting Statistics League Leaderboard
1992,Statistic,Team,#
1992,Base on Balls,Oakland,707
1992,Batting Average,Minnesota,.277
1992,Doubles,Kansas City,284
1992,Hits,Minnesota,1544
1992,Home Runs,Detroit,182
1992,On Base Percentage,Oakland,.349
1992,Runs,Detroit,791
1992,Slugging Average,Toronto,.414
1992,Stolen Bases,Milwaukee,256
1992,Triples,Kansas City,42
1992,1992 American League Team Review  Pitching Statistics League Leaderboard,1992 American League Team Review  Pitching Statistics League Leaderboard,1992 American League Team Review  Pitching Statistics League Leaderboard
1992,Statistic,Team,#
1992,Complete Games,California,26
1992,ERA,Milwaukee,3.43
1992,Fewest Hits Allowed,Milwaukee,1344
1992,Fewest Home Runs Allowed,Kansas City,106
1992,Fewest Walks Allowed,Milwaukee,435
1992,Saves,Oakland,58
1992,Shutouts,Baltimore,16
1992,Strikeouts,Texas,1034
1992,"Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,084,408.00 Minimum Salary: $109,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,084,408.00 Minimum Salary: $109,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,084,408.00 Minimum Salary: $109,000.00"
1993,1993 American League Team Review  Hitting Statistics League Leaderboard,1993 American League Team Review  Hitting Statistics League Leaderboard,1993 American League Team Review  Hitting Statistics League Leaderboard
1993,Statistic,Team,#
1993,Base on Balls,Detroit,44
1993,Batting Average,New York,.279
1993,Batting Average,Toronto,.279
1993,Doubles,Boston,319
1993,Hits,New York,1568
1993,Home Runs,Texas,181
1993,On Base Percentage,Detroit,.365
1993,Runs,Detroit,899
1993,Slugging Average,Toronto,.436
1993,Stolen Bases,Toronto,170
1993,Triples,Chicago,44
1993,1993 American League Team Review  Pitching Statistics League Leaderboard,1993 American League Team Review  Pitching Statistics League Leaderboard,1993 American League Team Review  Pitching Statistics League Leaderboard
1993,Statistic,Team,#
1993,Complete Games,California,26
1993,Complete Games,Milwaukee,26
1993,ERA,Chicago,3.70
1993,Fewest Hits Allowed,Boston,1379
1993,Fewest Hits Allowed,Kansas City,1379
1993,Fewest Home Runs Allowed,Kansas City,105
1993,Fewest Walks Allowed,Minnesota,514
1993,Saves,Toronto,50
1993,Shutouts,New York,13
1993,Strikeouts,Seattle,1083
1993,"Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,120,254.00 Minimum Salary: $109,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,120,254.00 Minimum Salary: $109,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,120,254.00 Minimum Salary: $109,000.00"
1994,1994 American League Team Review  Hitting Statistics League Leaderboard,1994 American League Team Review  Hitting Statistics League Leaderboard,1994 American League Team Review  Hitting Statistics League Leaderboard
1994,Statistic,Team,#
1994,Base on Balls,New York,530
1994,Batting Average,Cleveland,.290
1994,Batting Average,New York,.290
1994,Doubles,Cleveland,240
1994,Hits,Cleveland,1165
1994,Home Runs,Cleveland,167
1994,On Base Percentage,New York,.377
1994,Runs,Cleveland,679
1994,Slugging Average,Cleveland,.484
1994,Stolen Bases,Kansas City,140
1994,Triples,Chicago,39
1994,1994 American League Team Review  Pitching Statistics League Leaderboard,1994 American League Team Review  Pitching Statistics League Leaderboard,1994 American League Team Review  Pitching Statistics League Leaderboard
1994,Statistic,Team,#
1994,Complete Games,Cleveland,17
1994,ERA,Chicago,3.96
1994,Fewest Hits Allowed,Chicago,964
1994,Fewest Home Runs Allowed,Cleveland,94
1994,Fewest Walks Allowed,Baltimore,351
1994,Saves,Kansas City,38
1994,Shutouts,Chicago,9
1994,Shutouts,Oakland,9
1994,Strikeouts,Toronto,832
1994,"Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,188,679.00 Minimum Salary: $109,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,188,679.00 Minimum Salary: $109,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,188,679.00 Minimum Salary: $109,000.00"
1995,1995 American League Team Review  Hitting Statistics League Leaderboard,1995 American League Team Review  Hitting Statistics League Leaderboard,1995 American League Team Review  Hitting Statistics League Leaderboard
1995,Statistic,Team,#
1995,Base on Balls,New York,625
1995,Batting Average,Cleveland,.291
1995,Doubles,Boston,286
1995,Hits,Cleveland,1461
1995,Home Runs,Cleveland,207
1995,On Base Percentage,Cleveland,.364
1995,Runs,Cleveland,840
1995,Slugging Average,Cleveland,.479
1995,Stolen Bases,Cleveland,132
1995,Triples,Milwaukee,42
1995,1995 American League Team Review  Pitching Statistics League Leaderboard,1995 American League Team Review  Pitching Statistics League Leaderboard,1995 American League Team Review  Pitching Statistics League Leaderboard
1995,Statistic,Team,#
1995,Complete Games,Baltimore,19
1995,ERA,Cleveland,3.83
1995,Fewest Hits Allowed,Baltimore,1165
1995,Fewest Home Runs Allowed,Boston,127
1995,Fewest Walks Allowed,Cleveland,445
1995,Saves,Cleveland,50
1995,Shutouts,Baltimore,10
1995,Shutouts,Cleveland,10
1995,Shutouts,Kansas City,10
1995,Strikeouts,Seattle,1068
1995,"Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,071,029.00 Minimum Salary: $109,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,071,029.00 Minimum Salary: $109,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,071,029.00 Minimum Salary: $109,000.00"
1996,1996 American League Team Review  Hitting Statistics League Leaderboard,1996 American League Team Review  Hitting Statistics League Leaderboard,1996 American League Team Review  Hitting Statistics League Leaderboard
1996,Statistic,Team,#
1996,Base on Balls,Chicago,701
1996,Batting Average,Cleveland,.293
1996,Doubles,Seattle,343
1996,Hits,Cleveland,1665
1996,Home Runs,Baltimore,257
1996,On Base Percentage,Cleveland,.372
1996,Runs,Seattle,993
1996,Slugging Average,Seattle,.484
1996,Stolen Bases,Kansas City,195
1996,Triples,Minnesota,47
1996,1996 American League Team Review  Pitching Statistics League Leaderboard,1996 American League Team Review  Pitching Statistics League Leaderboard,1996 American League Team Review  Pitching Statistics League Leaderboard
1996,Statistic,Team,#
1996,Complete Games,Texas,19
1996,Complete Games,Toronto,19
1996,ERA,Cleveland,4.34
1996,Fewest Hits Allowed,New York,1469
1996,Fewest Home Runs Allowed,New York,143
1996,Fewest Walks Allowed,Kansas City,460
1996,Saves,New York,52
1996,Shutouts,Cleveland,9
1996,Shutouts,New York,9
1996,Strikeouts,Boston,1165
1996,"Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,176,967.00 Minimum Salary: $109,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,176,967.00 Minimum Salary: $109,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,176,967.00 Minimum Salary: $109,000.00"
1997,1997 American League Team Review Hitting Statistics League Leaderboard,1997 American League Team Review Hitting Statistics League Leaderboard,1997 American League Team Review Hitting Statistics League Leaderboard
1997,Statistic,Team,#
1997,Base on Balls,New York,676
1997,Batting Average,Boston,.291
1997,Doubles,Boston,373
1997,Hits,Boston,1684
1997,Home Runs,Seattle,264
1997,On Base Percentage,New York,.366
1997,Runs,Seattle,925
1997,Slugging Average,Seattle,.485
1997,Stolen Bases,Detroit,161
1997,Triples,Toronto,41
1997,Statistic,Team,#
1997,1997 American League Team Review Pitching Statistics League Leaderboard,1997 American League Team Review Pitching Statistics League Leaderboard,1997 American League Team Review Pitching Statistics League Leaderboard
1997,Statistic,Team,#
1997,Complete Games,Toronto,19
1997,ERA,New York,3.84
1997,Fewest Hits Allowed,Baltimore,1404
1997,Fewest Home Runs Allowed,New York,144
1997,Fewest Walks Allowed,Minnesota,495
1997,Saves,Baltimore,59
1997,Shutouts,Toronto,16
1997,Strikeouts,Seattle,1207
1997,"Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,383,578.00 Minimum Salary: $150,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,383,578.00 Minimum Salary: $150,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,383,578.00 Minimum Salary: $150,000.00"
1998,1998 American League Team Review  Hitting Statistics League Leaderboard,1998 American League Team Review  Hitting Statistics League Leaderboard,1998 American League Team Review  Hitting Statistics League Leaderboard
1998,Statistic,Team,#
1998,Base on Balls,New York,653
1998,Batting Average,Texas,.289
1998,Doubles,Boston,338
1998,Hits,Texas,1637
1998,Home Runs,Seattle,234
1998,On Base Percentage,New York,.368
1998,Runs,New York,965
1998,Slugging Average,Seattle,.468
1998,Stolen Bases,Toronto,184
1998,Triples,Tampa Bay,43
1998,1998 American League Team Review  Pitching Statistics League Leaderboard,1998 American League Team Review  Pitching Statistics League Leaderboard,1998 American League Team Review  Pitching Statistics League Leaderboard
1998,Statistic,Team,#
1998,Complete Games,New York,22
1998,ERA,New York,3.82
1998,Fewest Hits Allowed,New York,1357
1998,Fewest Home Runs Allowed,New York,156
1998,Fewest Walks Allowed,Minnesota,458
1998,Saves,Boston,53
1998,Shutouts,New York,16
1998,Strikeouts,Seattle,1156
1998,"Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,441,406.00 Minimum Salary: $170,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,441,406.00 Minimum Salary: $170,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,441,406.00 Minimum Salary: $170,000.00"
1999,1999 American League Team Review  Hitting Statistics League Leaderboard,1999 American League Team Review  Hitting Statistics League Leaderboard,1999 American League Team Review  Hitting Statistics League Leaderboard
1999,Statistic,Team,#
1999,Base on Balls,Oakland,770
1999,Batting Average,Texas,.293
1999,Doubles,Toronto,337
1999,Hits,Texas,1653
1999,Home Runs,Seattle,244
1999,On Base Percentage,Cleveland,.373
1999,Runs,Cleveland,1009
1999,Slugging Average,Texas,.479
1999,Stolen Bases,Cleveland,147
1999,Triples,Kansas City,52
1999,1999 American League Team Review  Pitching Statistics League Leaderboard,1999 American League Team Review  Pitching Statistics League Leaderboard,1999 American League Team Review  Pitching Statistics League Leaderboard
1999,Statistic,Team,#
1999,Complete Games,Baltimore,17
1999,ERA,Boston,4.00
1999,Fewest Hits Allowed,Boston,1396
1999,Fewest Home Runs Allowed,New York,158
1999,Fewest Walks Allowed,Boston,469
1999,Saves,Boston,50
1999,Saves,New York,50
1999,Shutouts,Baltimore,4
1999,Shutouts,New York,4
1999,Strikeouts,Boston,1131
1999,"Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,720,050.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,720,050.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | Draft | Home Run Derby | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard | Retirements | Rookies List Average Salary: $1,720,050.00 Minimum Salary: $200,000.00"
2000,2000 American League Team Review  Hitting Statistics League Leaderboard,2000 American League Team Review  Hitting Statistics League Leaderboard,2000 American League Team Review  Hitting Statistics League Leaderboard
2000,Statistic,Team,#
2000,Base on Balls,Seattle,775
2000,Batting Average,Cleveland,.288
2000,Doubles,Texas,330
2000,Hits,Kansas City,1644
2000,Home Runs,Toronto,244
2000,On Base Percentage,Cleveland,.367
2000,Runs,Chicago,978
2000,Slugging Average,Anaheim,.472
2000,Stolen Bases,Baltimore,126
2000,Triples,Minnesota,49
2000,2000 American League Team Review  Pitching Statistics League Leaderboard,2000 American League Team Review  Pitching Statistics League Leaderboard,2000 American League Team Review  Pitching Statistics League Leaderboard
2000,Statistic,Team,#
2000,Complete Games,Toronto,15
2000,ERA,Boston,4.24
2000,Fewest Hits Allowed,Boston,1433
2000,Fewest Home Runs Allowed,Oakland,158
2000,Fewest Walks Allowed,Detroit,496
2000,Saves,Anaheim,46
2000,Saves,Boston,46
2000,Shutouts,Boston,12
2000,Strikeouts,Cleveland,1213
2000,"Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $1,998,034.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $1,998,034.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $1,998,034.00 Minimum Salary: $200,000.00"
2001,2001 American League Team Review Hitting Statistics League Leaderboard,2001 American League Team Review Hitting Statistics League Leaderboard,2001 American League Team Review Hitting Statistics League Leaderboard
2001,Statistic,Team,#
2001,Base on Balls,Oakland,640
2001,Batting Average,Seattle,.288
2001,Doubles,Oakland,334
2001,Hits,Seattle,1637
2001,Home Runs,Texas,246
2001,On Base Percentage,Seattle,.360
2001,Runs,Seattle,927
2001,Slugging Average,Texas,.471
2001,Stolen Bases,Seattle,174
2001,Triples,Detroit,60
2001,2001 American League Team Review Pitching Statistics League Leaderboard,2001 American League Team Review Pitching Statistics League Leaderboard,2001 American League Team Review Pitching Statistics League Leaderboard
2001,Statistic,Team,#
2001,Complete Games,Detroit,16
2001,ERA,Seattle,3.54
2001,Fewest Hits Allowed,Seattle,1293
2001,Fewest Home Runs Allowed,Boston,146
2001,Fewest Walks Allowed,Oakland,440
2001,Saves,New York,57
2001,Shutouts,Seattle,14
2001,Strikeouts,New York,1266
2001,"Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,654,403.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,654,403.00 Minimum Salary: $200,000.00","Seasonal Events: All-Star Game | All-Star Game | All-Star Game | World Series Navigation: Year in Review Menu | Previous Season | Next Season Miscellaneous: N.L. Leaderboard Retirements | Rookies List Average Salary: $2,654,403.00 Minimum Salary: $200,000.00"
