1901,1901 American League Player Review 1901 Hitting Statistics League Leaderboards | 1902 →,1901 American League Player Review 1901 Hitting Statistics League Leaderboards | 1902 →,1901 American League Player Review 1901 Hitting Statistics League Leaderboards | 1902 →,1901 American League Player Review 1901 Hitting Statistics League Leaderboards | 1902 →,1901 American League Player Review 1901 Hitting Statistics League Leaderboards | 1902 →
1967,1967 A.L. History | 1967 N.L. History | Year-by-Year History,1967 A.L. History | 1967 N.L. History | Year-by-Year History,1967 A.L. History | 1967 N.L. History | Year-by-Year History,1967 A.L. History | 1967 N.L. History | Year-by-Year History,1967 A.L. History | 1967 N.L. History | Year-by-Year History
1968,1968 American League Player Review ← 1967 | 1968 Hitting Statistics League Leaders | 1969 →,1968 American League Player Review ← 1967 | 1968 Hitting Statistics League Leaders | 1969 →,1968 American League Player Review ← 1967 | 1968 Hitting Statistics League Leaders | 1969 →,1968 American League Player Review ← 1967 | 1968 Hitting Statistics League Leaders | 1969 →,1968 American League Player Review ← 1967 | 1968 Hitting Statistics League Leaders | 1969 →
1968,Statistic,Name(s),Team(s),#,Top 25
1968,Base on Balls,Carl Yastrzemski,Boston,119,Top 25
1968,Batting Average,Carl Yastrzemski,Boston,.301,Top 25
1968,Doubles,Reggie Smith,Boston,37,Top 25
1968,Hits,Bert Campaneris,Oakland,177,Top 25
1968,Home Runs,Frank Howard,Washington,44,Top 25
1968,On Base Percentage,Carl Yastrzemski,Boston,.429,Top 25
1968,RBI,Ken Harrelson,Boston,109,Top 25
1968,Runs,Dick McAuliffe,Detroit,95,Top 25
1968,Slugging Average,Frank Howard,Washington,.552,Top 25
1968,Stolen Bases,Bert Campaneris,Oakland,62,Top 25
1968,Total Bases,Frank Howard,Washington,330,Top 25
1968,Triples,Jim Fregosi,California,13,Top 25
1968,Statistic,Name(s),Team(s),#,Top 25
1968,1968 A.L. History | 1968 N.L. History | Year-by-Year History,1968 A.L. History | 1968 N.L. History | Year-by-Year History,1968 A.L. History | 1968 N.L. History | Year-by-Year History,1968 A.L. History | 1968 N.L. History | Year-by-Year History,1968 A.L. History | 1968 N.L. History | Year-by-Year History
1969,1969 American League Player Review ← 1968 | 1969 Hitting Statistics League Leaders | 1970 →,1969 American League Player Review ← 1968 | 1969 Hitting Statistics League Leaders | 1970 →,1969 American League Player Review ← 1968 | 1969 Hitting Statistics League Leaders | 1970 →,1969 American League Player Review ← 1968 | 1969 Hitting Statistics League Leaders | 1970 →,1969 American League Player Review ← 1968 | 1969 Hitting Statistics League Leaders | 1970 →
1969,Statistic,Name(s),Team(s),#,Top 25
1969,Base on Balls,Harmon Killebrew,Minnesota,145,Top 25
1969,Batting Average,Rod Carew,Minnesota,.332,Top 25
1969,Doubles,Tony Oliva,Minnesota,39,Top 25
1969,Hits,Tony Oliva,Minnesota,197,Top 25
1969,Home Runs,Harmon Killebrew,Minnesota,49,Top 25
1969,On Base Percentage,Harmon Killebrew,Minnesota,.430,Top 25
1969,RBI,Harmon Killebrew,Minnesota,140,Top 25
1969,Runs,Reggie Jackson,Oakland,123,Top 25
1969,Slugging Average,Reggie Jackson,Oakland,.608,Top 25
1969,Stolen Bases,Tommy Harper,Seattle,73,Top 25
1969,Total Bases,Frank Howard,Washington,340,Top 25
1969,Triples,Del Unser,Washington,8,Top 25
1969,Statistic,Name(s),Team(s),#,Top 25
1969,1969 A.L. History | 1969 N.L. History | Year-by-Year History,1969 A.L. History | 1969 N.L. History | Year-by-Year History,1969 A.L. History | 1969 N.L. History | Year-by-Year History,1969 A.L. History | 1969 N.L. History | Year-by-Year History,1969 A.L. History | 1969 N.L. History | Year-by-Year History
1970,1970 American League Player Review ← 1969 | 1970 Hitting Statistics League Leaders | 1971 →,1970 American League Player Review ← 1969 | 1970 Hitting Statistics League Leaders | 1971 →,1970 American League Player Review ← 1969 | 1970 Hitting Statistics League Leaders | 1971 →,1970 American League Player Review ← 1969 | 1970 Hitting Statistics League Leaders | 1971 →,1970 American League Player Review ← 1969 | 1970 Hitting Statistics League Leaders | 1971 →
1970,Statistic,Name(s),Team(s),#,Top 25
1970,Base on Balls,Frank Howard,Washington,132,Top 25
1970,Batting Average,Alex Johnson,California,.329,Top 25
1970,Doubles,Tony Oliva,Minnesota,36,Top 25
1970,Doubles,Amos Otis,Kansas City,36,Top 25
1970,Doubles,Cesar Tovar,Minnesota,36,Top 25
1970,Hits,Tony Oliva,Minnesota,204,Top 25
1970,Home Runs,Frank Howard,Washington,44,Top 25
1970,On Base Percentage,Carl Yastrzemski,Boston,.453,Top 25
1970,RBI,Frank Howard,Washington,126,Top 25
1970,Runs,Carl Yastrzemski,Boston,125,Top 25
1970,Slugging Average,Carl Yastrzemski,Boston,.592,Top 25
1970,Stolen Bases,Bert Campaneris,Oakland,42,Top 25
1970,Total Bases,Carl Yastrzemski,Boston,335,Top 25
1970,Triples,Cesar Tovar,Minnesota,13,Top 25
1970,Statistic,Name(s),Team(s),#,Top 25
1970,1970 A.L. History | 1970 N.L. History | Year-by-Year History,1970 A.L. History | 1970 N.L. History | Year-by-Year History,1970 A.L. History | 1970 N.L. History | Year-by-Year History,1970 A.L. History | 1970 N.L. History | Year-by-Year History,1970 A.L. History | 1970 N.L. History | Year-by-Year History
1971,1971 American League Player Review ← 1970 | 1971 Hitting Statistics League Leaders | 1972 →,1971 American League Player Review ← 1970 | 1971 Hitting Statistics League Leaders | 1972 →,1971 American League Player Review ← 1970 | 1971 Hitting Statistics League Leaders | 1972 →,1971 American League Player Review ← 1970 | 1971 Hitting Statistics League Leaders | 1972 →,1971 American League Player Review ← 1970 | 1971 Hitting Statistics League Leaders | 1972 →
1971,Statistic,Name(s),Team(s),#,Top 25
1971,Base on Balls,Harmon Killebrew,Minnesota,114,Top 25
1971,Batting Average,Tony Oliva,Minnesota,.337,Top 25
1971,Doubles,Reggie Smith,Boston,33,Top 25
1971,Hits,Cesar Tovar,Minnesota,204,Top 25
1971,Home Runs,Bill Melton,Chicago,33,Top 25
1971,On Base Percentage,Bobby Murcer,New York,.429,Top 25
1971,RBI,Harmon Killebrew,Minnesota,119,Top 25
1971,Runs,Don Buford,Baltimore,99,Top 25
1971,Slugging Average,Tony Oliva,Minnesota,.546,Top 25
1971,Stolen Bases,Amos Otis,Kansas City,52,Top 25
1971,Total Bases,Reggie Smith,Boston,302,Top 25
1971,Triples,Freddie Patek,Kansas City,11,Top 25
1971,Statistic,Name(s),Team(s),#,Top 25
1971,1971 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year,1971 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year,1971 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year,1971 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year,1971 N.L. | A.L. Retirements | A.L. Rookies | Year-by-Year
1972,1972 American League Player Review ← 1971 | 1972 Hitting Statistics League Leaders | 1973 →,1972 American League Player Review ← 1971 | 1972 Hitting Statistics League Leaders | 1973 →,1972 American League Player Review ← 1971 | 1972 Hitting Statistics League Leaders | 1973 →,1972 American League Player Review ← 1971 | 1972 Hitting Statistics League Leaders | 1973 →,1972 American League Player Review ← 1971 | 1972 Hitting Statistics League Leaders | 1973 →
1972,Statistic,Name(s),Team(s),#,Top 25
1972,Base on Balls,Dick Allen,Chicago,99,Top 25
1972,Base on Balls,Roy White,New York,99,Top 25
1972,Batting Average,Rod Carew,Minnesota,.318,Top 25
1972,Doubles,Lou Piniella,Kansas City,33,Top 25
1972,Hits,Joe Rudi,Oakland,181,Top 25
1972,Home Runs,Dick Allen,Chicago,37,Top 25
1972,On Base Percentage,Dick Allen,Chicago,.422,Top 25
1972,RBI,Dick Allen,Chicago,113,Top 25
1972,Runs,Bobby Murcer,New York,102,Top 25
1972,Slugging Average,Dick Allen,Chicago,.603,Top 25
1972,Stolen Bases,Bert Campaneris,Oakland,52,Top 25
1972,Total Bases,Bobby Murcer,New York,314,Top 25
1972,Triples,Joe Rudi,Oakland,9,Top 25
1972,Statistic,Name(s),Team(s),#,Top 25
1972,1972 A.L. History | 1972 N.L. History | Year-by-Year History,1972 A.L. History | 1972 N.L. History | Year-by-Year History,1972 A.L. History | 1972 N.L. History | Year-by-Year History,1972 A.L. History | 1972 N.L. History | Year-by-Year History,1972 A.L. History | 1972 N.L. History | Year-by-Year History
1973,1973 American League Player Review ← 1972 | 1973 Hitting Statistics League Leaders | 1974 →,1973 American League Player Review ← 1972 | 1973 Hitting Statistics League Leaders | 1974 →,1973 American League Player Review ← 1972 | 1973 Hitting Statistics League Leaders | 1974 →,1973 American League Player Review ← 1972 | 1973 Hitting Statistics League Leaders | 1974 →,1973 American League Player Review ← 1972 | 1973 Hitting Statistics League Leaders | 1974 →
1973,Statistic,Name(s),Team(s),#,Top 25
1973,Base on Balls,John Mayberry,Kansas City,122,Top 25
1973,Batting Average,Rod Carew,Minnesota,.350,Top 25
1973,Doubles,Sal Bando,Oakland,32,Top 25
1973,Doubles,Pedro Garcia,Milwaukee,32,Top 25
1973,Hits,Rod Carew,Minnesota,203,Top 25
1973,Home Runs,Reggie Jackson,Oakland,32,Top 25
1973,On Base Percentage,John Mayberry,Kansas City,.420,Top 25
1973,RBI,Reggie Jackson,Oakland,117,Top 25
1973,Runs,Reggie Jackson,Oakland,99,Top 25
1973,Slugging Average,Reggie Jackson,Oakland,.531,Top 25
1973,Stolen Bases,Tommy Harper,Boston,54,Top 25
1973,Total Bases,Sal Bando,Oakland,295,Top 25
1973,Total Bases,Dave May,Milwaukee,295,Top 25
1973,Total Bases,George Scott,Milwaukee,295,Top 25
1973,Triples,Al Bumbry,Baltimore,11,Top 25
1973,Triples,Rod Carew,Minnesota,11,Top 25
1973,Statistic,Name(s),Team(s),#,Top 25
1973,1973 A.L. History | 1973 N.L. History | Year-by-Year History,1973 A.L. History | 1973 N.L. History | Year-by-Year History,1973 A.L. History | 1973 N.L. History | Year-by-Year History,1973 A.L. History | 1973 N.L. History | Year-by-Year History,1973 A.L. History | 1973 N.L. History | Year-by-Year History
1974,1974 American League Player Review ← 1973 | 1974 Hitting Statistics League Leaders | 1975 →,1974 American League Player Review ← 1973 | 1974 Hitting Statistics League Leaders | 1975 →,1974 American League Player Review ← 1973 | 1974 Hitting Statistics League Leaders | 1975 →,1974 American League Player Review ← 1973 | 1974 Hitting Statistics League Leaders | 1975 →,1974 American League Player Review ← 1973 | 1974 Hitting Statistics League Leaders | 1975 →
1974,Statistic,Name(s),Team(s),#,Top 25
1974,Base on Balls,Gene Tenace,Oakland,110,Top 25
1974,Batting Average,Rod Carew,Minnesota,.364,Top 25
1974,Doubles,Joe Rudi,Oakland,39,Top 25
1974,Hits,Rod Carew,Minnesota,218,Top 25
1974,Home Runs,Dick Allen,Chicago,32,Top 25
1974,On Base Percentage,Rod Carew,Minnesota,.435,Top 25
1974,RBI,Jeff Burroughs,Texas,118,Top 25
1974,Runs,Carl Yastrzemski,Boston,93,Top 25
1974,Slugging Average,Dick Allen,Chicago,.563,Top 25
1974,Stolen Bases,Billy North,Oakland,54,Top 25
1974,Total Bases,Joe Rudi,Oakland,287,Top 25
1974,Triples,Mickey Rivers,California,11,Top 25
1974,Statistic,Name(s),Team(s),#,Top 25
1974,1974 A.L. History | 1974 N.L. History | Year-by-Year History,1974 A.L. History | 1974 N.L. History | Year-by-Year History,1974 A.L. History | 1974 N.L. History | Year-by-Year History,1974 A.L. History | 1974 N.L. History | Year-by-Year History,1974 A.L. History | 1974 N.L. History | Year-by-Year History
1975,1975 American League Player Review ← 1974 | 1975 Hitting Statistics League Leaders | 1976 →,1975 American League Player Review ← 1974 | 1975 Hitting Statistics League Leaders | 1976 →,1975 American League Player Review ← 1974 | 1975 Hitting Statistics League Leaders | 1976 →,1975 American League Player Review ← 1974 | 1975 Hitting Statistics League Leaders | 1976 →,1975 American League Player Review ← 1974 | 1975 Hitting Statistics League Leaders | 1976 →
1975,Statistic,Name(s),Team(s),#,Top 25
1975,Base on Balls,John Mayberry,Kansas City,119,Top 25
1975,Batting Average,Rod Carew,Minnesota,.359,Top 25
1975,Doubles,Fred Lynn,Boston,47,Top 25
1975,Hits,George Brett,Kansas City,195,Top 25
1975,Home Runs,Reggie Jackson,Oakland,36,Top 25
1975,Home Runs,George Scott,Milwaukee,36,Top 25
1975,On Base Percentage,Rod Carew,Minnesota,.428,Top 25
1975,RBI,George Scott,Milwaukee,109,Top 25
1975,Runs,Fred Lynn,Boston,103,Top 25
1975,Slugging Average,Fred Lynn,Boston,.566,Top 25
1975,Stolen Bases,Mickey Rivers,California,70,Top 25
1975,Total Bases,George Scott,Milwaukee,318,Top 25
1975,Triples,George Brett,Kansas City,13,Top 25
1975,Triples,Mickey Rivers,California,13,Top 25
1975,Statistic,Name(s),Team(s),#,Top 25
1975,1975 A.L. History | 1975 N.L. History | Year-by-Year History,1975 A.L. History | 1975 N.L. History | Year-by-Year History,1975 A.L. History | 1975 N.L. History | Year-by-Year History,1975 A.L. History | 1975 N.L. History | Year-by-Year History,1975 A.L. History | 1975 N.L. History | Year-by-Year History
1976,1976 American League Player Review ← 1975 | 1976 Hitting Statistics League Leaders | 1977 →,1976 American League Player Review ← 1975 | 1976 Hitting Statistics League Leaders | 1977 →,1976 American League Player Review ← 1975 | 1976 Hitting Statistics League Leaders | 1977 →,1976 American League Player Review ← 1975 | 1976 Hitting Statistics League Leaders | 1977 →,1976 American League Player Review ← 1975 | 1976 Hitting Statistics League Leaders | 1977 →
1976,Statistic,Name(s),Team(s),#,Top 25
1976,Base on Balls,Mike Hargrove,Texas,97,Top 25
1976,Batting Average,George Brett,Kansas City,.333,Top 25
1976,Doubles,Amos Otis,Kansas City,40,Top 25
1976,Hits,George Brett,Kansas City,215,Top 25
1976,Home Runs,Graig Nettles,New York,32,Top 25
1976,On Base Percentage,Hal McRae,Kansas City,.412,Top 25
1976,RBI,Lee May,Baltimore,109,Top 25
1976,Runs,Roy White,New York,104,Top 25
1976,Slugging Average,Reggie Jackson,Baltimore,.502,Top 25
1976,Stolen Bases,Billy North,Oakland,75,Top 25
1976,Total Bases,George Brett,Kansas City,298,Top 25
1976,Triples,George Brett,Kansas City,14,Top 25
1976,Statistic,Name(s),Team(s),#,Top 25
1976,1976 A.L. History | 1976 N.L. History | Year-by-Year History,1976 A.L. History | 1976 N.L. History | Year-by-Year History,1976 A.L. History | 1976 N.L. History | Year-by-Year History,1976 A.L. History | 1976 N.L. History | Year-by-Year History,1976 A.L. History | 1976 N.L. History | Year-by-Year History
1977,1977 American League Player Review ← 1976 | 1977 Hitting Statistics League Leaders | 1978 →,1977 American League Player Review ← 1976 | 1977 Hitting Statistics League Leaders | 1978 →,1977 American League Player Review ← 1976 | 1977 Hitting Statistics League Leaders | 1978 →,1977 American League Player Review ← 1976 | 1977 Hitting Statistics League Leaders | 1978 →,1977 American League Player Review ← 1976 | 1977 Hitting Statistics League Leaders | 1978 →
1977,Statistic,Name(s),Team(s),#,Top 25
1977,Base on Balls,Toby Harrah,Texas,109,Top 25
1977,Batting Average,Rod Carew,Minnesota,.388,Top 25
1977,Doubles,Hal McRae,Kansas City,54,Top 25
1977,Hits,Rod Carew,Minnesota,239,Top 25
1977,Home Runs,Jim Rice,Boston,39,Top 25
1977,On Base Percentage,Rod Carew,Minnesota,.452,Top 25
1977,RBI,Larry Hisle,Minnesota,119,Top 25
1977,Runs,Rod Carew,Minnesota,128,Top 25
1977,Slugging Average,Jim Rice,Boston,.593,Top 25
1977,Stolen Bases,Freddie Patek,Kansas City,53,Top 25
1977,Total Bases,Jim Rice,Boston,382,Top 25
1977,Triples,Rod Carew,Minnesota,16,Top 25
1977,Statistic,Name(s),Team(s),#,Top 25
1977,1977 A.L. History | 1977 N.L. History | Year-by-Year History,1977 A.L. History | 1977 N.L. History | Year-by-Year History,1977 A.L. History | 1977 N.L. History | Year-by-Year History,1977 A.L. History | 1977 N.L. History | Year-by-Year History,1977 A.L. History | 1977 N.L. History | Year-by-Year History
1978,1978 American League Player Review ← 1977 | 1978 Hitting Statistics League Leaders | 1979 →,1978 American League Player Review ← 1977 | 1978 Hitting Statistics League Leaders | 1979 →,1978 American League Player Review ← 1977 | 1978 Hitting Statistics League Leaders | 1979 →,1978 American League Player Review ← 1977 | 1978 Hitting Statistics League Leaders | 1979 →,1978 American League Player Review ← 1977 | 1978 Hitting Statistics League Leaders | 1979 →
1978,Statistic,Name(s),Team(s),#,Top 25
1978,Base on Balls,Mike Hargrove,Texas,107,Top 25
1978,Batting Average,Rod Carew,Minnesota,.333,Top 25
1978,Doubles,George Brett,Kansas City,45,Top 25
1978,Hits,Jim Rice,Boston,213,Top 25
1978,Home Runs,Jim Rice,Boston,46,Top 25
1978,On Base Percentage,Rod Carew,Minnesota,.415,Top 25
1978,RBI,Jim Rice,Boston,139,Top 25
1978,Runs,Ron LeFlore,Detroit,126,Top 25
1978,Slugging Average,Jim Rice,Boston,.600,Top 25
1978,Stolen Bases,Ron LeFlore,Detroit,68,Top 25
1978,Total Bases,Jim Rice,Boston,406,Top 25
1978,Triples,Jim Rice,Boston,15,Top 25
1978,Statistic,Name(s),Team(s),#,Top 25
1978,1978 A.L. History | 1978 N.L. History | Year-by-Year History,1978 A.L. History | 1978 N.L. History | Year-by-Year History,1978 A.L. History | 1978 N.L. History | Year-by-Year History,1978 A.L. History | 1978 N.L. History | Year-by-Year History,1978 A.L. History | 1978 N.L. History | Year-by-Year History
1979,1979 American League Player Review ← 1978 | 1979 Hitting Statistics League Leaders | 1980 →,1979 American League Player Review ← 1978 | 1979 Hitting Statistics League Leaders | 1980 →,1979 American League Player Review ← 1978 | 1979 Hitting Statistics League Leaders | 1980 →,1979 American League Player Review ← 1978 | 1979 Hitting Statistics League Leaders | 1980 →,1979 American League Player Review ← 1978 | 1979 Hitting Statistics League Leaders | 1980 →
1979,Statistic,Name(s),Team(s),#,Top 25
1979,Base on Balls,Darrell Porter,Kansas City,121,Top 25
1979,Batting Average,Fred Lynn,Boston,.333,Top 25
1979,Doubles,Cecil Cooper,Milwaukee,44,Top 25
1979,Doubles,Chet Lemon,Chicago,44,Top 25
1979,Hits,George Brett,Kansas City,212,Top 25
1979,Home Runs,Gorman Thomas,Milwaukee,45,Top 25
1979,On Base Percentage,Darrell Porter,Kansas City,.429,Top 25
1979,RBI,Don Baylor,California,139,Top 25
1979,Runs,Don Baylor,California,120,Top 25
1979,Slugging Average,Fred Lynn,Boston,.637,Top 25
1979,Stolen Bases,Willie Wilson,Kansas City,83,Top 25
1979,Total Bases,Jim Rice,Boston,369,Top 25
1979,Triples,George Brett,Kansas City,20,Top 25
1979,Statistic,Name(s),Team(s),#,Top 25
1979,1979 A.L. History | 1979 N.L. History | Year-by-Year History,1979 A.L. History | 1979 N.L. History | Year-by-Year History,1979 A.L. History | 1979 N.L. History | Year-by-Year History,1979 A.L. History | 1979 N.L. History | Year-by-Year History,1979 A.L. History | 1979 N.L. History | Year-by-Year History
1980,1980 American League Player Review ← 1979 | 1980 Hitting Statistics League Leaders | 1981 →,1980 American League Player Review ← 1979 | 1980 Hitting Statistics League Leaders | 1981 →,1980 American League Player Review ← 1979 | 1980 Hitting Statistics League Leaders | 1981 →,1980 American League Player Review ← 1979 | 1980 Hitting Statistics League Leaders | 1981 →,1980 American League Player Review ← 1979 | 1980 Hitting Statistics League Leaders | 1981 →
1980,Statistic,Name(s),Team(s),#,Top 25
1980,Base on Balls,Willie Randolph,New York,119,Top 25
1980,Batting Average,George Brett,Kansas City,.390,Top 25
1980,Doubles,Robin Yount,Milwaukee,49,Top 25
1980,Hits,Willie Wilson,Kansas City,230,Top 25
1980,Home Runs,Ben Oglivie,Milwaukee,41,Top 25
1980,Home Runs,Reggie Jackson,New York,41,Top 25
1980,On Base Percentage,George Brett,Kansas City,.461,Top 25
1980,RBI,Cecil Cooper,Milwaukee,122,Top 25
1980,Runs,Willie Wilson,Kansas City,133,Top 25
1980,Slugging Average,George Brett,Kansas City,.664,Top 25
1980,Stolen Bases,Rickey Henderson,Oakland,100,Top 25
1980,Total Bases,Cecil Cooper,Milwaukee,335,Top 25
1980,Triples,Alfredo Griffin,Toronto,15,Top 25
1980,Triples,Willie Wilson,Kansas City,15,Top 25
1980,Statistic,Name(s),Team(s),#,Top 25
1980,1980 A.L. History | 1980 N.L. History | Year-by-Year History,1980 A.L. History | 1980 N.L. History | Year-by-Year History,1980 A.L. History | 1980 N.L. History | Year-by-Year History,1980 A.L. History | 1980 N.L. History | Year-by-Year History,1980 A.L. History | 1980 N.L. History | Year-by-Year History
1981,1981 American League Player Review ← 1980 | 1981 Hitting Statistics League Leaders | 1982 →,1981 American League Player Review ← 1980 | 1981 Hitting Statistics League Leaders | 1982 →,1981 American League Player Review ← 1980 | 1981 Hitting Statistics League Leaders | 1982 →,1981 American League Player Review ← 1980 | 1981 Hitting Statistics League Leaders | 1982 →,1981 American League Player Review ← 1980 | 1981 Hitting Statistics League Leaders | 1982 →
1981,Statistic,Name(s),Team(s),#,Top 25
1981,Base on Balls,Dwight Evans,Boston,85,Top 25
1981,Batting Average,Carney Lansford,Boston,.336,Top 25
1981,Doubles,Cecil Cooper,Milwaukee,35,Top 25
1981,Hits,Rickey Henderson,Oakland,135,Top 25
1981,Home Runs,Tony Armas,Oakland,22,Top 25
1981,Home Runs,Dwight Evans,Boston,22,Top 25
1981,Home Runs,Bobby Grich,California,22,Top 25
1981,Home Runs,Eddie Murray,Baltimore,22,Top 25
1981,On Base Percentage,Mike Hargrove,Cleveland,.432,Top 25
1981,RBI,Eddie Murray,Baltimore,78,Top 25
1981,Runs,Rickey Henderson,Oakland,89,Top 25
1981,Slugging Average,Bobby Grich,California,.543,Top 25
1981,Stolen Bases,Rickey Henderson,Oakland,56,Top 25
1981,Total Bases,Dwight Evans,Boston,215,Top 25
1981,Triples,John Castino,Minnesota,9,Top 25
1981,Statistic,Name(s),Team(s),#,Top 25
1981,1981 A.L. History | 1981 N.L. History | Year-by-Year History,1981 A.L. History | 1981 N.L. History | Year-by-Year History,1981 A.L. History | 1981 N.L. History | Year-by-Year History,1981 A.L. History | 1981 N.L. History | Year-by-Year History,1981 A.L. History | 1981 N.L. History | Year-by-Year History
1982,1982 American League Player Review ← 1981 | 1982 Hitting Statistics League Leaders | 1983 →,1982 American League Player Review ← 1981 | 1982 Hitting Statistics League Leaders | 1983 →,1982 American League Player Review ← 1981 | 1982 Hitting Statistics League Leaders | 1983 →,1982 American League Player Review ← 1981 | 1982 Hitting Statistics League Leaders | 1983 →,1982 American League Player Review ← 1981 | 1982 Hitting Statistics League Leaders | 1983 →
1982,Statistic,Name(s),Team(s),#,Top 25
1982,Base on Balls,Rickey Henderson,Oakland,116,Top 25
1982,Batting Average,Willie Wilson,Kansas City,.332,Top 25
1982,Doubles,Hal McRae,Kansas City,46,Top 25
1982,Doubles,Robin Yount,Milwaukee,46,Top 25
1982,Hits,Robin Yount,Milwaukee,210,Top 25
1982,Home Runs,Reggie Jackson,California,39,Top 25
1982,Home Runs,Gorman Thomas,Milwaukee,39,Top 25
1982,On Base Percentage,Dwight Evans,Boston,.403,Top 25
1982,RBI,Hal McRae,Kansas City,133,Top 25
1982,Runs,Paul Molitor,Milwaukee,136,Top 25
1982,Slugging Average,Robin Yount,Milwaukee,.578,Top 25
1982,Stolen Bases,Rickey Henderson,Oakland,130,Top 25
1982,Total Bases,Robin Yount,Milwaukee,367,Top 25
1982,Triples,Willie Wilson,Kansas City,15,Top 25
1982,Statistic,Name(s),Team(s),#,Top 25
1982,1982 A.L. History | 1982 N.L. History | Year-by-Year History,1982 A.L. History | 1982 N.L. History | Year-by-Year History,1982 A.L. History | 1982 N.L. History | Year-by-Year History,1982 A.L. History | 1982 N.L. History | Year-by-Year History,1982 A.L. History | 1982 N.L. History | Year-by-Year History
1983,1983 American League Player Review ← 1982 | 1983 Hitting Statistics League Leaders | 1984 →,1983 American League Player Review ← 1982 | 1983 Hitting Statistics League Leaders | 1984 →,1983 American League Player Review ← 1982 | 1983 Hitting Statistics League Leaders | 1984 →,1983 American League Player Review ← 1982 | 1983 Hitting Statistics League Leaders | 1984 →,1983 American League Player Review ← 1982 | 1983 Hitting Statistics League Leaders | 1984 →
1983,Statistic,Name(s),Team(s),#,Top 25
1983,Base on Balls,Rickey Henderson,Oakland,103,Top 25
1983,Batting Average,Wade Boggs,Boston,.361,Top 25
1983,Doubles,"Cal Ripken, Jr.",Baltimore,47,Top 25
1983,Hits,"Cal Ripken, Jr.",Baltimore,211,Top 25
1983,Home Runs,Jim Rice,Boston,39,Top 25
1983,On Base Percentage,Wade Boggs,Boston,.449,Top 25
1983,RBI,Cecil Cooper,Milwaukee,126,Top 25
1983,RBI,Jim Rice,Boston,126,Top 25
1983,Runs,"Cal Ripken, Jr.",Baltimore,121,Top 25
1983,Slugging Average,George Brett,Kansas City,.563,Top 25
1983,Stolen Bases,Rickey Henderson,Oakland,108,Top 25
1983,Total Bases,Jim Rice,Boston,344,Top 25
1983,Triples,Robin Yount,Milwaukee,10,Top 25
1983,Statistic,Name(s),Team(s),#,Top 25
1983,1983 A.L. History | 1983 N.L. History | Year-by-Year History,1983 A.L. History | 1983 N.L. History | Year-by-Year History,1983 A.L. History | 1983 N.L. History | Year-by-Year History,1983 A.L. History | 1983 N.L. History | Year-by-Year History,1983 A.L. History | 1983 N.L. History | Year-by-Year History
1984,1984 American League Player Review ← 1983 | 1984 Hitting Statistics League Leaders | 1985 →,1984 American League Player Review ← 1983 | 1984 Hitting Statistics League Leaders | 1985 →,1984 American League Player Review ← 1983 | 1984 Hitting Statistics League Leaders | 1985 →,1984 American League Player Review ← 1983 | 1984 Hitting Statistics League Leaders | 1985 →,1984 American League Player Review ← 1983 | 1984 Hitting Statistics League Leaders | 1985 →
1984,Statistic,Name(s),Team(s),#,Top 25
1984,Base on Balls,Eddie Murray,Baltimore,107,Top 25
1984,Batting Average,Don Mattingly,New York,.343,Top 25
1984,Doubles,Don Mattingly,New York,44,Top 25
1984,Hits,Don Mattingly,New York,207,Top 25
1984,Home Runs,Tony Armas,Boston,43,Top 25
1984,On Base Percentage,Eddie Murray,Baltimore,.415,Top 25
1984,RBI,Tony Armas,Boston,123,Top 25
1984,Runs,Dwight Evans,Boston,121,Top 25
1984,Slugging Average,Harold Baines,Chicago,.541,Top 25
1984,Stolen Bases,Rickey Henderson,Oakland,66,Top 25
1984,Total Bases,Tony Armas,Boston,339,Top 25
1984,Triples,Dave Collins,Toronto,15,Top 25
1984,Triples,Lloyd Moseby,Toronto,15,Top 25
1984,Statistic,Name(s),Team(s),#,Top 25
1984,1984 A.L. History | 1984 N.L. History | Year-by-Year History,1984 A.L. History | 1984 N.L. History | Year-by-Year History,1984 A.L. History | 1984 N.L. History | Year-by-Year History,1984 A.L. History | 1984 N.L. History | Year-by-Year History,1984 A.L. History | 1984 N.L. History | Year-by-Year History
1985,1985 American League Player Review ← 1984 | 1984 Hitting Statistics League Leaders | 1986 →,1985 American League Player Review ← 1984 | 1984 Hitting Statistics League Leaders | 1986 →,1985 American League Player Review ← 1984 | 1984 Hitting Statistics League Leaders | 1986 →,1985 American League Player Review ← 1984 | 1984 Hitting Statistics League Leaders | 1986 →,1985 American League Player Review ← 1984 | 1984 Hitting Statistics League Leaders | 1986 →
1985,Statistic,Name(s),Team(s),#,Top 25
1985,Base on Balls,Dwight Evans,Boston,114,Top 25
1985,Batting Average,Wade Boggs,Boston,.368,Top 25
1985,Doubles,Don Mattingly,New York,48,Top 25
1985,Hits,Wade Boggs,Boston,240,Top 25
1985,Home Runs,Darrell Evans,Detroit,40,Top 25
1985,On Base Percentage,Wade Boggs,Boston,.452,Top 25
1985,RBI,Don Mattingly,New York,145,Top 25
1985,Runs,Rickey Henderson,New York,146,Top 25
1985,Slugging Average,George Brett,Kansas City,.585,Top 25
